Department,Design,Class,Sub-Class,Item  #,Style  #,Vendor Model  #,Vendor  #,Item Desc,Store,Individual Cost Value,On-hand,Individual Selling Value,Image Dir.,AvgWeight,Create Date,Whole Cost
GOLD CHAIN,GOLD JEWL,14KT,16,219915-16,315-00094-1_Z,315-00094,SFCO,14KT YELLOW-GOLD D/C BEADS CHAIN (NO WARRANTY),VJ-DEER,1019,2,5095,\315-00094-1.webp,9.1,12/16/2024,1273.75
GOLD CHAIN,GOLD JEWL,10KT,22,233503-22,UKHG000034-12-17,UKHG000034-12,SFCO,10KT YELLOW-GOLD HLW MIAMI CUBAN CHAIN,DE-SOUTH,2738,1,13690,\177096-9.webp,33.8,11/19/2025,3422.50
GOLD PNDTS,OROVENTI,14KT,,227728,009-03451-1,009-03451-1,SFCO,"14KT""OROVENTI"" YELLOW-GOLD HAMSA PENDANT (NO WARRANTY)",VJ-VAL,336,1,1089,\OTHER\009-03451-1-0.webp,3,7/30/2025,435.60
GOLD HOOPS,OROVENTI,10KT,HOOPS,236041,401-01975-1,401-01975,SFCO,"10KT""OROVENTI"" YELLOW-GOLD BEADS HOOPS (NO WARRANTY)",VJ-PB,148,1,479,\217804.webp,1.8,2/10/2026,191.60
GOLD ID,OROVENTI,14KT,9,209794-9,028-10122,028-10122,SFCO,"14KT""OROVENTI"" 2TONE-GOLD D/C PAPERCLIP + BEADS FANCY BRACELET",VJ-PALM,1713,1,5569,\209794-9.webp,15.3,12/2/2023,2227.60
GOLD PNDTS,GOLD JEWL,14KT,,209562,000-09644,000-09644,SFCO,14KT YELLOW-GOLD D/C BABY JESUS ROUND PENDANT,VJ-SOLANO,258,1,1290,\209562.webp,2.3,12/2/2023,322.50
GOLD PNDTS,OROVENTI,14KT,,227703,602-00232-1,602-00232-1,SFCO,"14KT""OROVENTI"" 2TONE-GOLD CRUCIFIX CROSS PENDANT (NO WARRANTY)",VJ-FRE,492,1,1599,\OTHER\602-00232-1-0.webp,4.4,7/30/2025,639.60
GOLD BANGL,GOLD JEWL,14KT,SCREW BANGLE,220073,120-03100-64MM-2,120-03100-64MM,SFCO,14KT YELLOW-GOLD SOLID BANGLE,DBC-STOCK,2072,1,10360,,18.5,12/17/2024,2590
GOLD HOOPS,GOLD JEWL,14KT,HOOPS,190867,665-00104-20MM,665-00104-20MM,SFCO,14KT YELLOW-GOLD HOOPS (NO WARRANTY),VJ-INLND,358,1,1790,\190867.webp,3.2,2/17/2022,447.50
MENS BRCLT,NOVELLO,14KT,CUBAN,219949Y,711-40095,711-40095,SFCO,"14KT""LABGROWN DIAMOND""  MIAMI CUBAN MENS BRACELET",DBC-GM,2262,1,24995,\219949Y.webp,18.5,12/16/2024,2840.34
GOLD PNDTS,OROVENTI,14KT,CROSS,229803,485-00143-1-GREEN,485-00143-1-GREEN,SFCO,"14KT""OROVENTI"" YELLOW-GOLD GREEN CZ BEADS CROSS PENDANT (NO WARRANTY)",VJ-INLND,224,1,729,\SFCO\485-00143-1-GREEN-0.webp,2,9/19/2025,291.60
GOLD ID,GOLD JEWL,14KT,7.5,219993-7.5,439-00047,439-00047,SFCO,14KT YELLOW-GOLD PAVE MARINER ID BRACELET (NO WARRANTY),VJ-VICTOR,336,1,1680,\439-00047-4.webp,3,12/17/2024,420
GOLD PNDTS,OROVENTI,14KT,CROSS,227729,602-00217-1,602-00217-1,SFCO,"14KT""OROVENTI"" 2TONE-GOLD CRUCIFIX CROSS PENDANT (NO WARRANTY)",VJ-INLND,257,1,839,\OTHER\602-00217-1-0.webp,2.3,7/30/2025,335.60
GOLD PNDTS,GOLD JEWL,14KT,,194839,000-09220,000-09220,SFCO,14KT YELLOW-GOLD VIRGIN MARY ROUND PENDANT,VJ-EAST,403,1,2015,\194839.webp,3.6,6/24/2022,503.75
GOLD CHAIN,GOLD JEWL,14KT,22,220000-22,624-00365-2,624-00365,SFCO,14KT TRICOLOR-GOLD D/C VALENTINO CHAIN (NO WARRANTY),VJ-LONG,627,1,3135,\624-00365-7.webp,5.6,12/17/2024,783.75
GOLD HOOPS,GOLD JEWL,14KT,HOOPS,190855,665-00058-15MM,665-00058-15MM,SFCO,14KT YELLOW-GOLD HOOPS (NO WARRANTY),VJ-EAST,157,1,785,\190855.webp,1.4,2/17/2022,196.25
GOLD PNDTS,OROVENTI,10KT,,234910,000-09143-1,000-09143,SFCO,"10KT""OROVENTI""2TONE-GOLD VIRGIN MARY ROUND PENDANT",VJ-VICTOR,146,1,479,\189908.webp,1.8,12/16/2025,191.60
GOLD PNDTS,GOLD JEWL,14KT,,175395,000-08458,000-08458,SFCO,14KT YELLOW-GOLD BAPTISM PENDANT,VJ-LIV,179,1,895,\175395.webp,1.6,8/30/2021,223.75
GOLD PNDTS,GOLD JEWL,14KT,CROSS,227711,139-13523-1,139-13523-1,SFCO,14KT YELLOW-GOLD CROSS PENDANT (NO WARRANTY),VJ-ROSE,145,1,725,\OTHER\139-13523-1-0.webp,1.3,7/30/2025,181.25
GOLD ID,OROVENTI,14KT,7,227491-7.5,501-00429-1,501-00429-1,SFCO,"14KT""OROVENTI"" YELLOW-GOLD CLOVER PEARL BRACELET (NO WARRANTY)",VJ-INLND,325,1,1059,\OTHER\501-00429-1-0.webp,2.9,7/29/2025,423.60
GOLD HOOPS,OROVENTI,14KT,,219960,401-01706,401-01706,SFCO,"14KT""OROVENTI"" YELLOW-GOLD SQUARE TUBE HOOPS (NO WARRANTY)",VJ-BAKER,190,1,619,\219960.webp,1.7,12/16/2024,247.60
GOLD PNDTS,GOLD JEWL,14KT,,189958,000-08841,000-08841,SFCO,14KT YELLOW-GOLD VIRGIN MARY ROUND PENDANT,VJ-S.ROSA,168,1,840,\189958.webp,1.5,12/21/2021,210
GOLD ID,GOLD JEWL,14KT,6,227577-6,000-09926-1,000-09926-1,SFCO,14KT YELLOW-GOLD FIGARO GUADALUPE  BABY ID BRACELET (NO WARRANTY),VJ-SAL,213,1,1065,\OTHER\000-09926-1-0.webp,1.9,7/29/2025,266.25
GOLD ID,OROVENTI,10KT,8,236017-8,343-12080-1,343-12080,SFCO,"10KT ""OROVENTI"" YELLOW-GOLD CURB ID BRACELET",VJ-HEND,1091,1,3545,\343-12080-1.webp,13.3,2/10/2026,1418
GOLD PNDTS,GOLD JEWL,14KT,,209688,000-00003-MOTHER MARY,000-00003-MOTHER MARY,SFCO,14KT YELLOW-GOLD DOUBLE SIDED JESUS & MOTHER MARY ROUND PENDANT,VJ-SOLANO,448,1,2240,\209688.webp,4,12/2/2023,560
GOLD ID,OROVENTI,14KT,8,219919-8,624-00375,624-00375,SFCO,"14KT""OROVENTI"" 2TONE-GOLD SOLID RAILROAD LINK BRACELET",VJ-S.ANITA,1142,1,3709,\624-00375-4.webp,10.2,12/16/2024,1483.60
GOLD ID,OROVENTI,14KT,7,227517-7,447-01434-1,447-01434-1,SFCO,"14KT""OROVENTI"" YELLOW-GOLD MAROON ONYX & PEARL BRACELET (NO WARRANTY)",MAIN,179,1,579,\OTHER\447-01434-1-0.webp,1.6,7/29/2025,231.60
GOLD PNDTS,OROVENTI,10KT,CROSS,236078,771-00015-2,771-00015,SFCO,"10KT""OROVENTI"" YELLOW-GOLD CRUCIFIX CROSS PENDANT",VJ-BAKER,541,1,1759,\210518.webp,6.6,2/10/2026,703.60
ROSARY,OROVENTI,14KT,24,229800-24,485-00146-1-RED-2,485-00146-1-RED,SFCO,"14KT""OROVENTI"" YELLOW-GOLD RED CZ BEADS ROSARY",VJ-HEND,1422,1,4619,\SFCO\485-00146-1-RED-2-0.webp,12.7,9/19/2025,1847.60
GOLD PNDTS,GOLD JEWL,14KT,CROSS,195453,602-00102,602-00102,SFCO,14KT 2TONE-GOLD D/C CRUCIFIX CROSS PENDANT,VJ-ONT,526,1,2630,\195453.webp,4.7,7/19/2022,657.50
GOLD PNDTS,GOLD JEWL,14KT,,194839,000-09220,000-09220,SFCO,14KT YELLOW-GOLD VIRGIN MARY ROUND PENDANT,MAIN,403,4,2015,\194839.webp,3.6,6/24/2022,503.75
GOLD ANKEL,OROVENTI,10KT,10,234934-10,139-03928-1,139-03928,SFCO,"10KT""OROVENTI"" TRICOLOR-GOLD ANKLET WITH DANGLING EVIL EYE, STAR & HEART CHARMS",VJ-NORTH,194,1,629,\209698-10.webp,2.4,12/17/2025,251.60
GOLD PNDTS,GOLD JEWL,14KT,,189984,000-08459-VMSTANDING,000-08459-VMSTANDING,SFCO,14KT YELLOW-GOLD VIRGIN MARY ROUND PENDANT,VJ-S.ANITA,202,1,1010,\189984.webp,1.8,12/21/2021,252.50
GOLD PNDTS,OROVENTI,14KT,CROSS,225402,400-01140,400-01140,SFCO,"14KT""OROVENTI"" YELLOW-GOLD CZ CROSS PENDANT (NO WARRANTY)",VJ-ONT,201,1,649,\225402.webp,1.8,6/20/2025,259.60
GOLD ID,OROVENTI,14KT,5.5,220053-5.5,000-09569,000-09569,SFCO,"14KT""OROVENTI"" 2TONE-GOLD CZ FANCY LINK BABY ID BRACELET (NO WARRANTY)",DBC-GM,269,1,879,\000-09569-4.webp,2.4,12/17/2024,351.60
GOLD HOOPS,GOLD JEWL,14KT,,217797,240-00798-3,240-00798,SFCO,14KT YELLOW-GOLD ROUND TUBE HOOPS (NO WARRANTY),MAIN,560,1,2800,\217797.webp,5,10/18/2024,700
GOLD ID,GOLD JEWL,10KT,9,234942-9,475-17110-2,475-17110,SFCO,10KT YELLOW-GOLD CZ HLW MONACO STYLE MIAMI CUBIN ID BRACELET,MAIN,1620,1,8100,\234942.webp,20,12/17/2025,2025
GOLD PNDTS,GOLD JEWL,14KT,,227698,774-00134-1,774-00134-1,SFCO,14KT 2TONE-GOLD CRUCIFIX CROSS PENDANT (NO WARRANTY),VJ-BAKER,381,1,1905,\OTHER\774-00134-1-0.webp,3.4,7/30/2025,476.25
GOLD PNDTS,OROVENTI,14KT,CROSS,227741,711-00373-1,711-00373-1,SFCO,"14KT""OROVENTI"" TRICOLOR-GOLD CRUCIFIX CROSS PENDANT (NO WARRANTY)",VJ-VAL,202,1,656,\OTHER\711-00373-1-0.webp,1.8,7/30/2025,262.40
GOLD CHAIN,OROVENTI,14KT,18,217810-18,458-01557,458-01557,SFCO,"14KT""OROVENTI"" TRICOLOR-GOLD PAPERCLIP FANCY CHAIN",VJ-DEER,1289,1,4189,\217810-18.webp,11.51,10/18/2024,1675.60
GOLD ID,OROVENTI,14KT,7,227508-7,139-04139-7,139-04139-7,SFCO,"14KT""OROVENTI"" TRICOLOR-GOLD CZ ROLO INFINITY CHARM BRACELET (NO WARRANTY)",VJ-ROSE,246,1,799,\OTHER\139-04139-7-0.webp,2.2,7/29/2025,319.60
GOLD PNDTS,OROVENTI,10KT,CROSS,234958,774-00195-1,774-00195,SFCO,"10KT""OROVENTI"" 2TONE-GOLD CRUCIFIX CROSS PENDANT (NO WARRANTY)",VJ-VAL,211,1,689,\217539.webp,2.6,12/17/2025,275.60
GOLD BANGL,GOLD JEWL,10KT,SCREW BANGLE,236103,120-03100-60MM-4,120-03100-60MM,SFCO,10KT WHITE-GOLD SOLID BANGLE,VJ-BAY,1172,1,5860,,14.3,2/11/2026,1465
GOLD PNDTS,OROVENTI,14KT,CROSS,227740,139-03040-4,139-03040-4,SFCO,"14KT""OROVENTI"" 2TONE-GOLD CROSS PENDANT (NO WARRANTY)",VJ-SAL,90,1,292,\OTHER\139-03040-4-0.webp,0.8,7/30/2025,116.80
GOLD CHAIN,OROVENTI,14KT,20,227545-20,711-20105-1,711-20105-1,SFCO,"14KT""OROVENTI"" YELLOW-GOLD PAPERCLIP CHAIN (NO WARRANTY)",VJ-NORTH,896,1,2909,\SKU 227547-7.webp,8,7/29/2025,1163.60
GOLD PNDTS,OROVENTI,14KT,,220047,152-00826,152-00826,SFCO,"14KT""OROVENTI"" YELLOW-GOLD CROSS PENDANT (NO WARRANTY)",VJ-ONT,224,1,729,\220047.webp,2,12/17/2024,291.60
GOLD ID,OROVENTI,14KT,6,165912,000-51009,000-51009,SFCO,"14KT""OROVENTI"" YELLOW-GOLD CURB ID BRACELET",DE-SOUTH,172,1,559,\165912.webp,1.54,9/22/2020,223.60
GOLD ANKEL,OROVENTI,14KT,10,186754-10,139-03226,139-03226,SFCO,"14KT""OROVENTI"" YELLOW-GOLD ANKLET DANGLING-CHARMS",VJ-LIV,213,1,689,\186754-10.webp,1.9,8/31/2021,275.60
GOLD BANGL,GOLD JEWL,14KT,SCREW BANGLE,220066,120-03100-60MM-2,120-03100-60MM,SFCO,14KT YELLOW-GOLD SOLID BANGLE,VJ-SAL,1949,1,9745,\120-03100-1.webp,17.4,12/17/2024,2436.25
GOLD PNDTS,OROVENTI,10KT,CROSS,234928,139-03549-1,139-03549,SFCO,"10KT""OROVENTI"" TRICOLOR-GOLD CROSS PENDANT",VJ-LIV,97,1,319,\217627.webp,1.2,12/17/2025,127.60
ROSARY,GOLD JEWL,14KT,24,200294-24,028-11106-1,028-11106,SFCO,14KT YELLOW-GOLD ROSARY,DE-SOUTH,1792,1,8960,\188610-26.webp,16,2/10/2023,2240
GOLD CHAIN,GOLD JEWL,14KT,20,195485-20,709-20035-5,709-20035,SFCO,14KT YELLOW-GOLD MILANO ROPE CHAIN,VJ-LIV,1859,1,9295,\195485-20.webp,16.6,7/19/2022,2323.75
GOLD ID,OROVENTI,14KT,7,219914-7,315-00094_Z,315-00094,SFCO,"14KT""OROVENTI"" YELLOW-GOLD D/C BEADS BRACELET (NO WARRANTY)",VJ-PALM,436,1,1419,\315-00094-1.webp,3.9,12/16/2024,567.60
GOLD PNDTS,OROVENTI,14KT,CROSS,220014,699-00195,699-00195,SFCO,"14KT""OROVENTI"" YELLOW-GOLD CROSS PENDANT (NO WARRANTY)",VJ-INLND,414,1,1349,\220014.webp,3.7,12/17/2024,539.60
GOLD ID,OROVENTI,14KT,6,165912,000-51009,000-51009,SFCO,"14KT""OROVENTI"" YELLOW-GOLD CURB ID BRACELET",VJ-VICTOR,172,1,559,\165912.webp,1.54,9/22/2020,223.60
GOLD PNDTS,OROVENTI,10KT,,234947,540-00013-ST.CHIRSTOPHER-1,540-00013-ST.CHIRSTOPHER,SFCO,"10KT""OROVENTI"" YELLOW-GOLD ST. CHRISTOPHER ROUND PENDANT",VJ-FRE,154,1,499,\209680.webp,1.9,12/17/2025,199.60
GOLD ID,GOLD JEWL,14KT,6,227598-6,000-09547-1,000-09547-1,SFCO,14KT YELLOW-GOLD MARINER ID BRACELET (NO WARRANTY),VJ-EAST,258,1,1290,\OTHER\000-09547-1-0.webp,2.3,7/29/2025,322.50
GOLD ID,OROVENTI,14KT,7,219914-7,315-00094_Z,315-00094,SFCO,"14KT""OROVENTI"" YELLOW-GOLD D/C BEADS BRACELET (NO WARRANTY)",VJ-MOD,436,1,1419,\315-00094-1.webp,3.9,12/16/2024,567.60
GOLD ID,OROVENTI,14KT,7,227547-7,711-20105-3,711-20105-3,SFCO,"14KT""OROVENTI""YELLOW-GOLD PAPERCLIP BRACELET (NO WARRANTY)",VJ-ONT,336,1,1089,\SKU 227547-7.webp,3,7/29/2025,435.60
GOLD PNDTS,OROVENTI,14KT,CROSS,229803,485-00143-1-GREEN,485-00143-1-GREEN,SFCO,"14KT""OROVENTI"" YELLOW-GOLD GREEN CZ BEADS CROSS PENDANT (NO WARRANTY)",VJ-ONT,224,1,729,\SFCO\485-00143-1-GREEN-0.webp,2,9/19/2025,291.60
GOLD HOOPS,GOLD JEWL,14KT,,220038,475-00873-1,475-00873,SFCO,14KT YELLOW-GOLD GREEN CZ HOOPS (NO WARRANTY),VJ-LIV,123,1,615,\220036.webp,1.1,12/17/2024,153.75
GOLD ANKEL,OROVENTI,14KT,HEART,209700-10,139-03485-1,139-03485,SFCO,"14KT""OROVENTI"" TRICOLOR-GOLD HEART LINK ANKLET",VJ-ONT,660,1,2149,\209700-10.webp,5.9,12/2/2023,859.60
GOLD PNDTS,OROVENTI,14KT,CROSS,217537,774-00154,774-00154,SFCO,"14KT""OROVENTI"" 2TONE-GOLD CZ CROSS PENDANT (NO WARRANTY)",VJ-BAY,324,1,1049,\217537.webp,2.9,10/5/2024,419.60
GOLD CHAIN,OROVENTI,14KT,22,227546-22,711-20105-2,711-20105-2,SFCO,"14KT""OROVENTI""YELLOW-GOLD PAPERCLIP CHAIN (NO WARRANTY)",VJ-DEER,986,1,3199,\SKU 227547-7.webp,8.8,7/29/2025,1279.60
GOLD CHAIN,GOLD JEWL,14KT,26,198770-26,624-20499-2,624-20499,SFCO,14KT YELLOW-GOLD SOLID BYZANTINE CHAIN,MAIN,7414,2,37070,\198770-26.webp,66.2,12/1/2022,9267.50
GOLD PNDTS,OROVENTI,10KT,CROSS,234945,487-00207-1,487-00207,SFCO,"10KT""OROVENTI"" YELLOW-GOLD CROSS JESUS PENDANT",VJ-LIV,632,1,2059,\210501.webp,7.8,12/17/2025,823.60
GOLD ID,OROVENTI,10KT,8.5,234950-8.5,624-00336-5,624-00336,SFCO,"10KT""OROVENTI""  YELLOW-GOLD PAPERCLIP BRACELET ( NO WARRANTY )",VJ-HEND,567,1,1839,\203936-20.webp,7,12/17/2025,735.60
GOLD ID,GOLD JEWL,-,6.5,217623-6.5,000-08976-1,000-08976,SFCO,14KT 2TONE-GOLD MARINER BABY ID BRACELET,VJ-SAL,281,1,1405,\217623-6.5.webp,2.51,10/16/2024,351.25
GOLD CHAIN,GOLD JEWL,14KT,24,194822-24,655-31120-1,655-31120,SFCO,14KT 2TONE-GOLD D/C FLAT CURB CHAIN,MAIN,1714,1,8570,\194821-22.webp,15.3,6/24/2022,2142.50
GOLD ID,OROVENTI,14KT,7.5,210732-7.5,169-00123,169-00123,SFCO,"14KT""OROVENTI"" TRICOLOR-GOLD DANGLING CHARM LOVE BRACELET",VJ-OAK,694,1,2259,\210732-7.5.webp,6.2,12/29/2023,903.60
GOLD ID,OROVENTI,14KT,7,225391-7,028-10061,028-10061,SFCO,"14KT""OROVENTI"" YELLOW-GOLD PAPERCLIP CZ BRACELET (NO WARRANTY)",VJ-PALM,515,1,1669,\225391-7.webp,4.6,6/20/2025,667.60
GOLD ID,GOLD JEWL,14KT,7.5,227211-7.5,315-00094-1,315-00094-1,SFCO,14KT TRICOLOR-GOLD D/C BEADS BRACELET (NO WARRANTY),VJ-HEND,459,1,2295,\OTHER\315-00094-1-0.webp,4.1,7/19/2025,573.75
GOLD PNDTS,OROVENTI,14KT,,227722,774-00087-1,774-00087-1,SFCO,14KT YG OROVENTI CRUCIFIX CROSS PENDANT (NO WARRANTY),VJ-BAY,459,1,1489,\OTHER\774-00087-1-0.webp,4.1,7/30/2025,595.60
GOLD ID,OROVENTI,10KT,CUBAN,229787-8,343-00350-1,343-00350-1,SFCO,"10KT""OROVENTI"" YELLOW-GOLD MIAMI CUBAN BRACELET",VJ-OAK,1090,1,3542,,13.3,9/19/2025,1416.80
GOLD PNDTS,OROVENTI,10KT,CROSS,227713,139-03853-1,139-03853-1,SFCO,"10KT""OROVENTI"" YELLOW-GOLD CROSS PENDANT (NO WARRANTY)",VJ-OAK,81,1,259,\OTHER\139-03853-1-0.webp,1,7/30/2025,103.60
GOLD PNDTS,OROVENTI,14KT,,220045,400-01130,400-01130,SFCO,"14KT""OROVENTI"" YELLOW-GOLD CZ CROSS PENDANT (NO WARRANTY)",VJ-VICTOR,638,1,2069,,5.7,12/17/2024,827.60
GOLD PNDTS,GOLD JEWL,14KT,,227692,774-00143-4,774-00143-4,SFCO,14KT 2TONE-GOLD CROSS PENDANT (NO WARRANTY),VJ-PALM,616,1,3080,\OTHER\774-00143-4-0.webp,5.5,7/30/2025,770
GOLD PNDTS,OROVENTI,10KT,CROSS,236074,771-00001-1,771-00001,SFCO,"10KT ""OROVENTI"" YELLOW-GOLD CRUCIFIX CROSS PENDANT",VJ-S.ANITA,189,1,614,\210522.webp,2.3,2/10/2026,245.60
GOLD CHAIN,GOLD JEWL,14KT,22,204052-22,655-70045-10,655-70045,SFCO,14KT ROSE-GOLD THIN ROLO CHAIN,VJ-EAST,426,1,2130,\204050-18.webp,3.8,6/15/2023,532.50
GOLD ID,OROVENTI,14KT,7,229794-7,485-00146-1-RED-1,485-00146-1-RED,SFCO,"14KT""OROVENTI"" YELLOW-GOLD RED CZ BEADS BRACELET (NO WARRANTY)",VJ-SAL,560,1,1819,\SFCO\485-00146-1-RED-1-0.webp,5,9/19/2025,727.60
GOLD CHAIN,GOLD JEWL,14KT,22,190757-22,034-52552-2,034-52552,SFCO,14KT YELLOW-GOLD MAINER LINK CHAIN,VJ-LIV,1389,1,6945,\190757-22.webp,12.4,2/15/2022,1736.25
GOLD ID,GOLD JEWL,-,5.5,219936-5.5,031-07063,031-07063,SFCO,14KT YELLOW-GOLD FANCY CURB LINK BRACELET (NO WARRANTY),VJ-BAY,235,1,1175,\031-07063-1.webp,2.1,12/16/2024,293.75
GOLD CHAIN,OROVENTI,14KT,20,227545-20,711-20105-1,711-20105-1,SFCO,"14KT""OROVENTI"" YELLOW-GOLD PAPERCLIP CHAIN (NO WARRANTY)",VJ-RENO,896,1,2909,\SKU 227547-7.webp,8,7/29/2025,1163.60
GOLD CHAIN,OROVENTI,14KT,18,217810-18,458-01557,458-01557,SFCO,"14KT""OROVENTI"" TRICOLOR-GOLD PAPERCLIP FANCY CHAIN",VJ-PB,1289,1,4189,\217810-18.webp,11.51,10/18/2024,1675.60
GOLD ID,OROVENTI,14KT,7.5,227747-7.5,139-03533-1,139-03533-1,SFCO,"14KT""OROVENTI"" YELLOW-GOLD CROSS FANCY CHARM BRACELET (NO WARRANTY)",VJ-DEER,190,1,617,\OTHER\139-03533-1-0.webp,1.7,7/30/2025,246.80
GOLD CHAIN,GOLD JEWL,14KT,24,204049-24,655-70045-7,655-70045,SFCO,14KT YELLOW-GOLD THIN ROLO CHAIN,MAIN,470,5,2350,\204050-18.webp,4.2,6/15/2023,587.50
GOLD PNDTS,OROVENTI,14KT,,220045,400-01130,400-01130,SFCO,"14KT""OROVENTI"" YELLOW-GOLD CZ CROSS PENDANT (NO WARRANTY)",VJ-SERRA,638,1,2069,,5.7,12/17/2024,827.60
GOLD ANKEL,OROVENTI,14KT,10,165869,000-06061,000-06061,SFCO,"14KT""OROVENTI"" YELLOW-GOLD ANKLET (NO-WARRANTY)",MAIN,246,4,799,\165869.webp,2.2,8/27/2021,319.60
GOLD RINGS,GOLD JEWL,10KT,7,236107,120-03101-13,120-03101,SFCO,10KT YELLOW-GOLD FASHION RING (NO WARRANTY),VJ-CULVER,353,1,1765,,4.3,2/11/2026,441.25
GOLD PNDTS,GOLD JEWL,10KT,CROSS,235041,636-00745-1,636-00745,SFCO,10KT YELLOW-GOLD CROSS PENDANT (NO WARRANTY),DE-SOUTH,57,1,285,\217525.webp,0.7,12/21/2025,71.25
GOLD ID,OROVENTI,14KT,8.5,211990-8.5,458-01415-ANCHOR,458-01415-ANCHOR,SFCO,"14KT""OROVENTI"" YELLOW-GOLD CABLE BRACELET",DE-SOUTH,2172,1,7059,\211990-8.5.webp,19.4,2/20/2024,2823.60
GOLD ID,OROVENTI,14KT,7,229790-7,401-02179-1_Z,401-02179,SFCO,"14KT""OROVENTI"" YELLOW-GOLD INTERLOCKING CLOVER BRACELET (NO WARRANTY)",MAIN,145,8,469,\SFCO\401-02179-1_Z-0.webp,1.3,9/19/2025,187.60
GOLD RINGS,GOLD JEWL,10KT,6,236118,120-03101-23,120-03101,SFCO,10KT YELLOW-GOLD FASHION RING (NO WARRANTY),VJ-SERRA,344,1,1720,\120-03101-1.webp,4.2,2/11/2026,430
GOLD CHAIN,GOLD JEWL,14KT,18,227482-18,315-00113-7,315-00113-7,SFCO,14KT TRICOLOR-GOLD MULTI WIRE NECKLACE (NO WARRANTY),VJ-BAY,1635,1,8175,\OTHER\315-00113-7-0.webp,14.6,7/29/2025,2043.75
GOLD CHAIN,OROVENTI,10KT,24,234918-24,034-52658-3,034-52658,SFCO,"10KT ""OROVENTI""  YELLOW-GOLD PAVE CURB CHAIN",VJ-S.ANITA,1725,1,5609,\211982-22.webp,21.3,12/16/2025,2243.60
GOLD ANKEL,GOLD JEWL,14KT,10,165908,000-07305,000-07305,SFCO,14KT YELLOW-GOLD ANKLET (NO WARRANTY),VJ-BAY,258,1,1290,\165908.webp,2.3,8/30/2021,322.50
GOLD ANKEL,OROVENTI,14KT,9,219938-9,031-07070,031-07070,SFCO,"14KT""OROVENTI"" YELLOW-GOLD FANCY CURB HEART LINK ANKLET (NO WARRANTY)",VJ-EAST,212,1,689,\031-07070-1.webp,1.9,12/16/2024,275.60
GOLD PNDTS,OROVENTI,10KT,,234909,000-08456-1,000-08456,SFCO,"10KT""OROVENTI"" YELLOW-GOLD VIRGIN MARY ROUND PENDANT",VJ-PB,121,1,399,\194834.webp,1.5,12/16/2025,159.60
GOLD PNDTS,OROVENTI,14KT,,227736,009-03613-1,009-03613-1,SFCO,"14KT""OROVENTI"" YELLOW-GOLD STAR OF DEVID WITH MENORAH PENDANT (NO WARRANTY)",VJ-VAL,123,1,399,\OTHER\009-03613-1-0.webp,1.1,7/30/2025,159.60
GOLD PNDTS,OROVENTI,14KT,CROSS,229805,485-00143-1-BLACK,485-00143-1-BLACK,SFCO,"14KT""OROVENTI"" YELLOW-GOLD BLACK CZ BEADS CROSS PENDANT (NO WARRANTY)",VJ-PALM,246,1,799,\SFCO\485-00143-1-BLACK-0.webp,2.2,9/19/2025,319.60
GOLD CHAIN,GOLD JEWL,14KT,20,195302-20,034-52525-1,034-52525,SFCO,14KT YELLOW-GOLD CURB CHAIN,VJ-S.ANITA,1523,1,7615,\195268-22.webp,13.6,7/12/2022,1903.75
GOLD ANKEL,OROVENTI,14KT,HEART,209700-10,139-03485-1,139-03485,SFCO,"14KT""OROVENTI"" TRICOLOR-GOLD HEART LINK ANKLET",VJ-LIV,660,1,2149,\209700-10.webp,5.9,12/2/2023,859.60
GOLD PNDTS,GOLD JEWL,14KT,,209682,540-00013-ST.MICHAEL,540-00013-ST.MICHAEL,SFCO,14KT YELLOW-GOLD ST. MICHAEL ROUND PENDANT,VJ-SOLANO,224,1,1120,\209682.webp,2,12/2/2023,280
GOLD CHAIN,GOLD JEWL,14KT,24,204008-24,655-70045-3,655-70045,SFCO,14KT WHITE-GOLD THIN ROLO CHAIN,VJ-S.ROSA,470,1,2350,\204005-18.webp,4.2,6/15/2023,587.50
GOLD PNDTS,OROVENTI,10KT,,234946,540-00013-ST.MICHAEL-1,540-00013-ST.MICHAEL,SFCO,"10KT""OROVENTI"" YELLOW-GOLD ST. MICHAEL ROUND PENDANT",VJ-PALM,146,1,479,\209682.webp,1.8,12/17/2025,191.60
GOLD CHAIN,GOLD JEWL,14KT,26,195461-26,458-01414-1,458-01414,SFCO,14KT YELLOW-GOLD HLW FIGARO CHAIN (NO WARANTY),VJ-DEER,1389,1,6945,\195461-26.webp,12.4,7/19/2022,1736.25
GOLD HOOPS,OROVENTI,14KT,,219964,401-01800,401-01800,SFCO,"14KT""OROVENTI"" 2TONE-GOLD ROUND HOOPS WITH BEADS (NO WARRANTY)",VJ-PB,246,1,799,\219964.webp,2.2,12/16/2024,319.60
GOLD CHAIN,OROVENTI,14KT,24,217523-24,374-00117-1,374-00117,SFCO,"14KT""OROVENTI"" YELLOW-GOLD DESIGNER POWER LINK CHAIN",MAIN,5398,4,17539,\217522.webp,48.2,10/5/2024,7015.60
GOLD ID,OROVENTI,14KT,5.5,219928-5.5,000-09539,000-09539,SFCO,"14KT""OROVENTI"" YELLOW-GOLD CZ FANCY LINK BABY ID BRACELET (NO WARRANTY)",VJ-INLND,381,1,1239,\000-09539-1.webp,3.4,12/16/2024,495.60
